date,value,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,state_code,POPESTIMATE2019,name,description,latitude,longitude,Stay At Home Order Date,Emergency Declaration Date
2020-03-25,,GU,37.0,233.0,,,10.0,,,,,,2020-03-25T20:00:00Z,1.0,10.0,270.0,270.0,270.0,66,0.0,5.0,32.0,5.0,37.0,,,,,,,,
2020-03-25,,HI,90.0,4357.0,,2.0,6.0,,,,,,2020-03-25T20:00:00Z,1.0,6.0,4447.0,4447.0,4447.0,15,0.0,2.0,768.0,13.0,781.0,,,,,,,,
2020-03-25,,IA,145.0,2578.0,,23.0,36.0,,,,,,2020-03-25T20:00:00Z,1.0,36.0,2723.0,2723.0,2723.0,19,1.0,9.0,263.0,21.0,284.0,,,,,,,,
2020-03-25,,ID,73.0,1887.0,,,,,,,,,2020-03-25T20:00:00Z,0.0,,1960.0,1960.0,1960.0,16,0.0,0.0,0.0,23.0,23.0,,,,,,,,
2020-03-25,,IL,1865.0,12344.0,,,,,,,,,2020-03-25T20:00:00Z,19.0,,14209.0,14209.0,14209.0,17,3.0,0.0,2410.0,330.0,2740.0,,,,,,,,
2020-03-25,,IN,477.0,2879.0,,,1.0,,,,,,2020-03-25T20:00:00Z,14.0,1.0,3356.0,3356.0,3356.0,18,2.0,0.0,313.0,112.0,425.0,,,,,,,,
2020-03-25,,KS,126.0,2360.0,,,,,,,,,2020-03-25T20:00:00Z,3.0,,2486.0,2486.0,2486.0,20,1.0,0.0,274.0,28.0,302.0,,,,,,,,
2020-03-25,,KY,157.0,2865.0,,,,,,,,,2020-03-25T20:00:00Z,4.0,,3022.0,3022.0,3022.0,21,0.0,0.0,1103.0,33.0,1136.0,,,,,,,,
2020-03-25,,LA,1795.0,9656.0,,,491.0,,,,163.0,,2020-03-25T20:00:00Z,65.0,491.0,11451.0,11451.0,11451.0,22,19.0,220.0,2441.0,407.0,2848.0,,,,,,,,
2020-03-25,,MA,1838.0,17956.0,,,103.0,,,,,,2020-03-25T20:00:00Z,15.0,103.0,19794.0,19794.0,19794.0,25,4.0,9.0,5366.0,679.0,6045.0,,,,,,,,
2020-03-25,,MD,423.0,94.0,,,,,,,,,2020-03-25T20:00:00Z,4.0,,517.0,517.0,517.0,24,1.0,0.0,0.0,74.0,74.0,,,,,,,,
2020-03-25,,ME,149.0,3177.0,,,,,,,,7.0,2020-03-25T20:00:00Z,,,3326.0,3326.0,3326.0,23,0.0,0.0,163.0,24.0,187.0,,,,,,,,
2020-03-25,,MI,2294.0,2069.0,,,,,,,,,2020-03-25T20:00:00Z,43.0,,4363.0,4363.0,4363.0,26,19.0,0.0,0.0,503.0,503.0,,,,,,,,
2020-03-25,,MN,287.0,11188.0,,26.0,35.0,,,,,122.0,2020-03-25T20:00:00Z,1.0,35.0,11475.0,11475.0,11475.0,27,0.0,14.0,5638.0,25.0,5663.0,,,,,,,,
2020-03-25,,MO,356.0,369.0,,,,,,,,,2020-03-25T20:00:00Z,8.0,,725.0,725.0,725.0,29,5.0,0.0,0.0,173.0,173.0,,,,,,,,
2020-03-25,,MP,0.0,,,,,,,,,,2020-03-25T20:00:00Z,0.0,,0.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020-03-25,,MS,377.0,1566.0,,,117.0,,,,,,2020-03-25T20:00:00Z,2.0,117.0,1943.0,1943.0,1943.0,28,1.0,31.0,14.0,57.0,71.0,,,,,,,,
2020-03-25,,MT,53.0,1948.0,,,,,,,,,2020-03-25T20:00:00Z,,,2001.0,2001.0,2001.0,30,0.0,0.0,305.0,7.0,312.0,,,,,,,,
2020-03-25,,NC,504.0,9985.0,,29.0,29.0,,,,,,2020-03-25T20:00:00Z,1.0,29.0,10489.0,10489.0,10489.0,37,1.0,29.0,1844.0,106.0,1950.0,,,,,,,,
2020-03-25,,ND,39.0,1734.0,,,8.0,,,,,,2020-03-25T20:00:00Z,0.0,8.0,1773.0,1773.0,1773.0,38,0.0,3.0,280.0,5.0,285.0,,,,,,,,
2020-03-25,,NE,61.0,1304.0,,,,,,,,,2020-03-25T20:00:00Z,0.0,,1365.0,1365.0,1365.0,31,0.0,0.0,329.0,9.0,338.0,,,,,,,,
2020-03-25,,NH,108.0,2356.0,804.0,,13.0,,,,,,2020-03-25T20:00:00Z,1.0,13.0,3268.0,2464.0,2464.0,33,0.0,2.0,909.0,7.0,916.0,,,,,,,,
2020-03-25,,NJ,4402.0,10452.0,,,,,,,,,2020-03-25T20:00:00Z,62.0,,14854.0,14854.0,14854.0,34,18.0,0.0,2127.0,727.0,2854.0,,,,,,,,
2020-03-25,,NM,100.0,6742.0,,,,,,,,,2020-03-25T20:00:00Z,1.0,,6842.0,6842.0,6842.0,35,1.0,0.0,852.0,17.0,869.0,,,,,,,,
2020-03-25,,NV,321.0,4251.0,0.0,,,,,,,,2020-03-25T20:00:00Z,6.0,,4572.0,4572.0,4572.0,32,2.0,0.0,297.0,43.0,340.0,,,,,,,,
2020-03-25,,NY,30811.0,72668.0,,,3805.0,,,,,,2020-03-25T20:00:00Z,285.0,3805.0,103479.0,103479.0,103479.0,36,75.0,571.0,7063.0,5146.0,12209.0,,,,,,,,
2020-03-25,,OH,704.0,14060.0,,,182.0,,74.0,,,,2020-03-25T20:00:00Z,10.0,182.0,14764.0,14764.0,14764.0,39,2.0,37.0,13920.0,140.0,14060.0,,,,,,,,
2020-03-25,,OK,164.0,805.0,,,59.0,,,,,,2020-03-25T20:00:00Z,5.0,59.0,969.0,969.0,969.0,40,2.0,34.0,70.0,58.0,128.0,,,,,,,,
2020-03-25,,OR,209.0,4350.0,,,61.0,,,,,,2020-03-25T20:00:00Z,8.0,61.0,4559.0,4559.0,4559.0,41,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020-03-25,,PA,1127.0,11193.0,,,,,,,,,2020-03-25T20:00:00Z,11.0,,12320.0,12320.0,12320.0,42,4.0,0.0,2550.0,276.0,2826.0,,,,,,,,
2020-03-25,,PR,51.0,317.0,70.0,,,,,,,,2020-03-25T20:00:00Z,2.0,,438.0,368.0,368.0,72,0.0,0.0,49.0,12.0,61.0,,,,,,,,
2020-03-25,,RI,124.0,1143.0,196.0,16.0,16.0,,,,,,2020-03-25T20:00:00Z,,16.0,1463.0,1267.0,1267.0,44,0.0,16.0,23.0,18.0,41.0,,,,,,,,
2020-03-25,,SC,424.0,2303.0,,,102.0,,,,,,2020-03-25T20:00:00Z,7.0,102.0,2727.0,2727.0,2727.0,45,2.0,102.0,291.0,126.0,417.0,,,,,,,,
2020-03-25,,SD,41.0,819.0,268.0,,,,,,,,2020-03-25T20:00:00Z,1.0,,1128.0,860.0,860.0,46,0.0,0.0,29.0,11.0,40.0,,,,,,,,
2020-03-25,,TN,784.0,11012.0,,,53.0,,,,,,2020-03-25T20:00:00Z,3.0,53.0,11796.0,11796.0,11796.0,47,1.0,53.0,495.0,117.0,612.0,,,,,,,,
2020-03-25,,TX,974.0,12520.0,,,,,,,,,2020-03-25T20:00:00Z,12.0,,13494.0,13494.0,13494.0,48,3.0,0.0,1763.0,564.0,2327.0,,,,,,,,
2020-03-25,,UT,346.0,6491.0,,,,,,,,,2020-03-25T20:00:00Z,1.0,,6837.0,6837.0,6837.0,49,0.0,0.0,967.0,47.0,1014.0,,,,,,,,
2020-03-25,,VA,391.0,4979.0,,,59.0,,,,,,2020-03-25T20:00:00Z,9.0,59.0,5370.0,5370.0,5370.0,51,2.0,14.0,799.0,101.0,900.0,,,,,,,,
2020-03-25,,VI,17.0,55.0,2.0,,,,,,,,2020-03-25T20:00:00Z,0.0,,74.0,72.0,72.0,78,0.0,0.0,55.0,0.0,55.0,,,,,,,,
2020-03-25,,VT,123.0,1589.0,,,,,,,,,2020-03-25T20:00:00Z,8.0,,1712.0,1712.0,1712.0,50,1.0,0.0,149.0,28.0,177.0,,,,,,,,
2020-03-25,,WA,2469.0,31712.0,,,,,,,,,2020-03-25T20:00:00Z,123.0,,34181.0,34181.0,34181.0,53,13.0,0.0,0.0,248.0,248.0,,,,,,,,
2020-03-25,,WI,585.0,10089.0,,,,,,,,,2020-03-25T20:00:00Z,7.0,,10674.0,10674.0,10674.0,55,2.0,0.0,1852.0,128.0,1980.0,,,,,,,,
2020-03-25,,WV,39.0,759.0,6.0,,1.0,,,,,,2020-03-25T20:00:00Z,0.0,1.0,804.0,798.0,798.0,54,0.0,0.0,149.0,19.0,168.0,,,,,,,,
2020-03-25,,WY,44.0,954.0,,,,,,,,7.0,2020-03-25T20:00:00Z,,,998.0,998.0,998.0,56,0.0,0.0,244.0,15.0,259.0,,,,,,,,
2020-03-24,,AK,36.0,986.0,,,0.0,,,,,,2020-03-24T20:00:00Z,,0.0,1022.0,1022.0,1022.0,02,0.0,0.0,40.0,14.0,54.0,,,,,,,,
2020-03-24,,AL,215.0,2106.0,,,,,,,,,2020-03-24T20:00:00Z,0.0,,2321.0,2321.0,2321.0,01,0.0,0.0,441.0,48.0,489.0,,,,,,,,
2020-03-24,,AR,218.0,947.0,0.0,,22.0,,,,,,2020-03-24T20:00:00Z,0.0,22.0,1165.0,1165.0,1165.0,05,0.0,9.0,41.0,44.0,85.0,,,,,,,,
2020-03-24,,AS,0.0,,,,,,,,,,2020-03-24T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020-03-24,,AZ,357.0,313.0,22.0,,8.0,,,,,,2020-03-24T20:00:00Z,5.0,8.0,692.0,670.0,670.0,04,3.0,8.0,4.0,92.0,96.0,,,,,,,,
2020-03-24,,CA,2102.0,13452.0,12100.0,,,,,,,,2020-03-24T20:00:00Z,40.0,,27654.0,15554.0,15554.0,06,13.0,0.0,885.0,369.0,1254.0,,,,,,,,
2020-03-24,,CO,720.0,5504.0,,,72.0,,,,,,2020-03-24T20:00:00Z,7.0,72.0,6224.0,6224.0,6224.0,08,1.0,14.0,659.0,129.0,788.0,,,,,,,,
2020-03-24,,CT,618.0,4682.0,,,71.0,,,,,,2020-03-24T20:00:00Z,12.0,71.0,5300.0,5300.0,5300.0,09,2.0,17.0,597.0,203.0,800.0,,,,,,,,
2020-03-24,,DC,137.0,1195.0,2.0,,,,,,,,2020-03-24T20:00:00Z,2.0,,1334.0,1332.0,1332.0,11,0.0,0.0,82.0,21.0,103.0,,,,,,,,
2020-03-24,,DE,91.0,36.0,,,0.0,,,,,,2020-03-24T20:00:00Z,0.0,0.0,127.0,127.0,127.0,10,0.0,0.0,0.0,23.0,23.0,,,,,,,,
2020-03-24,,FL,1412.0,13127.0,1008.0,,259.0,,,,,,2020-03-24T20:00:00Z,18.0,259.0,15547.0,14539.0,14539.0,12,4.0,42.0,2064.0,241.0,2305.0,,,,,,,,
2020-03-24,,GA,1026.0,4458.0,,,,,,,,,2020-03-24T20:00:00Z,32.0,,5484.0,5484.0,5484.0,13,7.0,0.0,161.0,254.0,415.0,,,,,,,,
2020-03-24,,GU,32.0,201.0,,,5.0,,,,,,2020-03-24T20:00:00Z,1.0,5.0,233.0,233.0,233.0,66,0.0,5.0,40.0,3.0,43.0,,,,,,,,
2020-03-24,,HI,77.0,3589.0,,,4.0,,,,,,2020-03-24T20:00:00Z,1.0,4.0,3666.0,3666.0,3666.0,15,1.0,4.0,634.0,21.0,655.0,,,,,,,,
2020-03-24,,IA,124.0,2315.0,,,27.0,,,,,,2020-03-24T20:00:00Z,,27.0,2439.0,2439.0,2439.0,19,0.0,27.0,272.0,19.0,291.0,,,,,,,,
2020-03-24,,ID,50.0,1887.0,,,,,,,,,2020-03-24T20:00:00Z,0.0,,1937.0,1937.0,1937.0,16,0.0,0.0,578.0,3.0,581.0,,,,,,,,
2020-03-24,,IL,1535.0,9934.0,,,,,,,,,2020-03-24T20:00:00Z,16.0,,11469.0,11469.0,11469.0,17,4.0,0.0,1351.0,262.0,1613.0,,,,,,,,
2020-03-24,,IN,365.0,2566.0,,,1.0,,,,,,2020-03-24T20:00:00Z,12.0,1.0,2931.0,2931.0,2931.0,18,5.0,0.0,865.0,106.0,971.0,,,,,,,,
2020-03-24,,KS,98.0,2086.0,,,,,,,,,2020-03-24T20:00:00Z,2.0,,2184.0,2184.0,2184.0,20,0.0,0.0,1669.0,16.0,1685.0,,,,,,,,
2020-03-24,,KY,124.0,1762.0,,,,,,,,,2020-03-24T20:00:00Z,4.0,,1886.0,1886.0,1886.0,21,1.0,0.0,0.0,20.0,20.0,,,,,,,,
2020-03-24,,LA,1388.0,7215.0,,,271.0,,,,,,2020-03-24T20:00:00Z,46.0,271.0,8603.0,8603.0,8603.0,22,12.0,271.0,2439.0,216.0,2655.0,,,,,,,,
2020-03-24,,MA,1159.0,12590.0,,,94.0,,,,,,2020-03-24T20:00:00Z,11.0,94.0,13749.0,13749.0,13749.0,25,2.0,15.0,4445.0,382.0,4827.0,,,,,,,,
2020-03-24,,MD,349.0,94.0,,,,,,,,,2020-03-24T20:00:00Z,3.0,,443.0,443.0,443.0,24,0.0,0.0,0.0,61.0,61.0,,,,,,,,
2020-03-24,,ME,125.0,3014.0,,,,,,,,,2020-03-24T20:00:00Z,,,3139.0,3139.0,3139.0,23,0.0,0.0,223.0,18.0,241.0,,,,,,,,
2020-03-24,,MI,1791.0,2069.0,,,,,,,,,2020-03-24T20:00:00Z,24.0,,3860.0,3860.0,3860.0,26,9.0,0.0,0.0,463.0,463.0,,,,,,,,
2020-03-24,,MN,262.0,5550.0,,,21.0,,,,,,2020-03-24T20:00:00Z,1.0,21.0,5812.0,5812.0,5812.0,27,0.0,4.0,1039.0,27.0,1066.0,,,,,,,,
2020-03-24,,MO,183.0,369.0,,,,,,,,,2020-03-24T20:00:00Z,3.0,,552.0,552.0,552.0,29,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020-03-24,,MP,0.0,,,,,,,,,,2020-03-24T20:00:00Z,0.0,,0.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020-03-24,,MS,320.0,1552.0,,,86.0,,,,,,2020-03-24T20:00:00Z,1.0,86.0,1872.0,1872.0,1872.0,28,0.0,53.0,409.0,71.0,480.0,,,,,,,,
2020-03-24,,MT,46.0,1643.0,,,,,,,,,2020-03-24T20:00:00Z,,,1689.0,1689.0,1689.0,30,0.0,0.0,497.0,12.0,509.0,,,,,,,,
2020-03-24,,NC,398.0,8141.0,,,,,,,,,2020-03-24T20:00:00Z,0.0,,8539.0,8539.0,8539.0,37,0.0,0.0,0.0,101.0,101.0,,,,,,,,
2020-03-24,,ND,34.0,1454.0,,,5.0,,,,,,2020-03-24T20:00:00Z,0.0,5.0,1488.0,1488.0,1488.0,38,0.0,1.0,101.0,4.0,105.0,,,,,,,,
2020-03-24,,NE,52.0,975.0,,,,,,,,,2020-03-24T20:00:00Z,0.0,,1027.0,1027.0,1027.0,31,0.0,0.0,619.0,2.0,621.0,,,,,,,,
2020-03-24,,NH,101.0,1447.0,869.0,,11.0,,,,,,2020-03-24T20:00:00Z,1.0,11.0,2417.0,1548.0,1548.0,33,1.0,11.0,73.0,23.0,96.0,,,,,,,,
2020-03-24,,NJ,3675.0,8325.0,45.0,,,,,,,,2020-03-24T20:00:00Z,44.0,,12045.0,12000.0,12000.0,34,17.0,0.0,7966.0,831.0,8797.0,,,,,,,,
2020-03-24,,NM,83.0,5890.0,,,,,,,,,2020-03-24T20:00:00Z,,,5973.0,5973.0,5973.0,35,0.0,0.0,569.0,18.0,587.0,,,,,,,,
2020-03-24,,NV,278.0,3954.0,0.0,,,,,,,,2020-03-24T20:00:00Z,4.0,,4232.0,4232.0,4232.0,32,0.0,0.0,464.0,33.0,497.0,,,,,,,,
2020-03-24,,NY,25665.0,65605.0,,,3234.0,,,,,,2020-03-24T20:00:00Z,210.0,3234.0,91270.0,91270.0,91270.0,36,96.0,599.0,8191.0,4790.0,12981.0,,,,,,,,
2020-03-24,,OH,564.0,140.0,,,145.0,,,,,,2020-03-24T20:00:00Z,8.0,145.0,704.0,704.0,704.0,39,2.0,41.0,0.0,122.0,122.0,,,,,,,,
2020-03-24,,OK,106.0,735.0,,,25.0,,,,,,2020-03-24T20:00:00Z,3.0,25.0,841.0,841.0,841.0,40,1.0,10.0,41.0,25.0,66.0,,,,,,,,
2020-03-24,,OR,209.0,4350.0,,,61.0,,,,,,2020-03-24T20:00:00Z,8.0,61.0,4559.0,4559.0,4559.0,41,3.0,5.0,701.0,18.0,719.0,,,,,,,,
2020-03-24,,PA,851.0,8643.0,,,,,,,,,2020-03-24T20:00:00Z,7.0,,9494.0,9494.0,9494.0,42,1.0,0.0,2048.0,207.0,2255.0,,,,,,,,
2020-03-24,,PR,39.0,268.0,42.0,,,,,,,,2020-03-24T20:00:00Z,2.0,,349.0,307.0,307.0,72,0.0,0.0,79.0,8.0,87.0,,,,,,,,
2020-03-24,,RI,106.0,1120.0,77.0,,,,,,,,2020-03-24T20:00:00Z,,,1303.0,1226.0,1226.0,44,0.0,0.0,188.0,0.0,188.0,,,,,,,,
2020-03-24,,SC,298.0,2012.0,,,,,,,,,2020-03-24T20:00:00Z,5.0,,2310.0,2310.0,2310.0,45,0.0,0.0,546.0,-1.0,545.0,,,,,,,,
2020-03-24,,SD,30.0,790.0,268.0,,,,,,,,2020-03-24T20:00:00Z,1.0,,1088.0,820.0,820.0,46,0.0,0.0,28.0,2.0,30.0,,,,,,,,
2020-03-24,,TN,667.0,10517.0,,,,,,,,,2020-03-24T20:00:00Z,2.0,,11184.0,11184.0,11184.0,47,0.0,0.0,7245.0,52.0,7297.0,,,,,,,,
2020-03-24,,TX,410.0,10757.0,,,,,,,,,2020-03-24T20:00:00Z,9.0,,11167.0,11167.0,11167.0,48,1.0,0.0,1054.0,58.0,1112.0,,,,,,,,
2020-03-24,,UT,299.0,5524.0,,,,,,,,,2020-03-24T20:00:00Z,1.0,,5823.0,5823.0,5823.0,49,0.0,0.0,734.0,42.0,776.0,,,,,,,,
2020-03-24,,VA,290.0,4180.0,,,45.0,,,,,,2020-03-24T20:00:00Z,7.0,45.0,4470.0,4470.0,4470.0,51,1.0,7.0,737.0,36.0,773.0,,,,,,,,
2020-03-24,,VI,17.0,,,,,,,,,,2020-03-24T20:00:00Z,0.0,,17.0,17.0,17.0,78,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020-03-24,,VT,95.0,1440.0,,,,,,,,,2020-03-24T20:00:00Z,7.0,,1535.0,1535.0,1535.0,50,2.0,0.0,334.0,20.0,354.0,,,,,,,,
2020-03-24,,WA,2221.0,31712.0,,,,,,,,,2020-03-24T20:00:00Z,110.0,,33933.0,33933.0,33933.0,53,15.0,0.0,2833.0,225.0,3058.0,,,,,,,,
2020-03-24,,WI,457.0,8237.0,,,,,,,,,2020-03-24T20:00:00Z,5.0,,8694.0,8694.0,8694.0,55,0.0,0.0,1187.0,41.0,1228.0,,,,,,,,
2020-03-24,,WV,20.0,610.0,0.0,,1.0,,,,,,2020-03-24T20:00:00Z,0.0,1.0,630.0,630.0,630.0,54,0.0,0.0,166.0,4.0,170.0,,,,,,,,
2020-03-24,,WY,29.0,710.0,,,,,,,,,2020-03-24T20:00:00Z,,,739.0,739.0,739.0,56,0.0,0.0,118.0,3.0,121.0,,,,,,,,
2020-03-23,,AK,22.0,946.0,,,0.0,,,,,,2020-03-23T20:00:00Z,,0.0,968.0,968.0,968.0,02,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020-03-23,,AL,167.0,1665.0,,,,,,,,,2020-03-23T20:00:00Z,0.0,,1832.0,1832.0,1832.0,01,0.0,0.0,201.0,29.0,230.0,,,,,,,,
2020-03-23,,AR,174.0,906.0,0.0,,13.0,,,,,,2020-03-23T20:00:00Z,0.0,13.0,1080.0,1080.0,1080.0,05,0.0,0.0,195.0,9.0,204.0,,,,,,,,
2020-03-23,,AS,,,,,,,,,,,2020-03-23T20:00:00Z,0.0,,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020-03-23,,AZ,265.0,309.0,6.0,,,,,,,,2020-03-23T20:00:00Z,2.0,,580.0,574.0,574.0,04,0.0,0.0,27.0,113.0,140.0,,,,,,,,
2020-03-23,,CA,1733.0,12567.0,12100.0,,,,,,,,2020-03-23T20:00:00Z,27.0,,26400.0,14300.0,14300.0,06,0.0,0.0,1263.0,197.0,1460.0,,,,,,,,
2020-03-23,,CO,591.0,4845.0,,,58.0,,,,,,2020-03-23T20:00:00Z,6.0,58.0,5436.0,5436.0,5436.0,08,1.0,9.0,770.0,116.0,886.0,,,,,,,,
2020-03-23,,CT,415.0,4085.0,,,54.0,,,,,,2020-03-23T20:00:00Z,10.0,54.0,4500.0,4500.0,4500.0,09,5.0,11.0,1208.0,192.0,1400.0,,,,,,,,
2020-03-23,,DC,116.0,1113.0,,,,,,,,,2020-03-23T20:00:00Z,2.0,,1229.0,1229.0,1229.0,11,1.0,0.0,156.0,18.0,174.0,,,,,,,,
2020-03-23,,DE,68.0,36.0,,,0.0,,,,,,2020-03-23T20:00:00Z,0.0,0.0,104.0,104.0,104.0,10,0.0,0.0,0.0,12.0,12.0,,,,,,,,
2020-03-23,,FL,1171.0,11063.0,860.0,,217.0,,,,,,2020-03-23T20:00:00Z,14.0,217.0,13094.0,12234.0,12234.0,12,1.0,32.0,3073.0,341.0,3414.0,,,,,,,,
2020-03-23,,GA,772.0,4297.0,,,,,,,,,2020-03-23T20:00:00Z,25.0,,5069.0,5069.0,5069.0,13,2.0,0.0,877.0,172.0,1049.0,,,,,,,,
2020-03-23,,GU,29.0,161.0,,,,,,,,,2020-03-23T20:00:00Z,1.0,,190.0,190.0,190.0,66,0.0,0.0,35.0,2.0,37.0,,,,,,,,
2020-03-23,,HI,56.0,2955.0,,,,,,,,,2020-03-23T20:00:00Z,,,3011.0,3011.0,3011.0,15,0.0,0.0,2692.0,8.0,2700.0,,,,,,,,
2020-03-23,,IA,105.0,2043.0,,,,,,,,,2020-03-23T20:00:00Z,,,2148.0,2148.0,2148.0,19,0.0,0.0,828.0,15.0,843.0,,,,,,,,
2020-03-23,,ID,47.0,1309.0,,,,,,,,,2020-03-23T20:00:00Z,0.0,,1356.0,1356.0,1356.0,16,0.0,0.0,134.0,5.0,139.0,,,,,,,,
2020-03-23,,IL,1273.0,8583.0,,,,,,,,,2020-03-23T20:00:00Z,12.0,,9856.0,9856.0,9856.0,17,3.0,0.0,1312.0,224.0,1536.0,,,,,,,,
2020-03-23,,IN,259.0,1701.0,,,1.0,,,,,,2020-03-23T20:00:00Z,7.0,1.0,1960.0,1960.0,1960.0,18,1.0,0.0,408.0,58.0,466.0,,,,,,,,
2020-03-23,,KS,82.0,417.0,,,,,,,,,2020-03-23T20:00:00Z,2.0,,499.0,499.0,499.0,20,0.0,0.0,0.0,18.0,18.0,,,,,,,,
2020-03-23,,KY,104.0,1762.0,,,,,,,,,2020-03-23T20:00:00Z,3.0,,1866.0,1866.0,1866.0,21,0.0,0.0,290.0,5.0,295.0,,,,,,,,
2020-03-23,,LA,1172.0,4776.0,,,,,,,,,2020-03-23T20:00:00Z,34.0,,5948.0,5948.0,5948.0,22,14.0,0.0,2115.0,335.0,2450.0,,,,,,,,
2020-03-23,,MA,777.0,8145.0,,,79.0,,,,,,2020-03-23T20:00:00Z,9.0,79.0,8922.0,8922.0,8922.0,25,4.0,8.0,2686.0,131.0,2817.0,,,,,,,,
2020-03-23,,MD,288.0,94.0,,,,,,,,,2020-03-23T20:00:00Z,3.0,,382.0,382.0,382.0,24,0.0,0.0,0.0,44.0,44.0,,,,,,,,
2020-03-23,,ME,107.0,2791.0,,,,,,,,,2020-03-23T20:00:00Z,,,2898.0,2898.0,2898.0,23,0.0,0.0,527.0,18.0,545.0,,,,,,,,
2020-03-23,,MI,1328.0,2069.0,,,,,,,,,2020-03-23T20:00:00Z,15.0,,3397.0,3397.0,3397.0,26,7.0,0.0,0.0,293.0,293.0,,,,,,,,
2020-03-23,,MN,235.0,4511.0,,,17.0,,,,,,2020-03-23T20:00:00Z,1.0,17.0,4746.0,4746.0,4746.0,27,0.0,5.0,0.0,66.0,66.0,,,,,,,,
2020-03-23,,MO,183.0,369.0,,,,,,,,,2020-03-23T20:00:00Z,3.0,,552.0,552.0,552.0,29,0.0,0.0,0.0,93.0,93.0,,,,,,,,
2020-03-23,,MP,0.0,,,,,,,,,,2020-03-23T20:00:00Z,0.0,,0.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2020-03-23,,MS,249.0,1143.0,,,33.0,,,,,,2020-03-23T20:00:00Z,1.0,33.0,1392.0,1392.0,1392.0,28,0.0,0.0,29.0,42.0,71.0,,,,,,,,
2020-03-23,,MT,34.0,1146.0,,,,,,,,,2020-03-23T20:00:00Z,,,1180.0,1180.0,1180.0,30,0.0,0.0,0.0,3.0,3.0,,,,,,,,
2020-03-23,,NC,297.0,8141.0,,,,,,,,,2020-03-23T20:00:00Z,0.0,,8438.0,8438.0,8438.0,37,0.0,0.0,1958.0,42.0,2000.0,,,,,,,,
2020-03-23,,ND,30.0,1353.0,,,4.0,,,,,,2020-03-23T20:00:00Z,0.0,4.0,1383.0,1383.0,1383.0,38,0.0,1.0,93.0,2.0,95.0,,,,,,,,
2020-03-23,,NE,50.0,356.0,,,,,,,,,2020-03-23T20:00:00Z,0.0,,406.0,406.0,406.0,31,0.0,0.0,0.0,2.0,2.0,,,,,,,,
2020-03-23,,NH,78.0,1374.0,889.0,,,,,,,,2020-03-23T20:00:00Z,,,2341.0,1452.0,1452.0,33,0.0,0.0,186.0,13.0,199.0,,,,,,,,
2020-03-23,,NJ,2844.0,359.0,94.0,,,,,,,,2020-03-23T20:00:00Z,27.0,,3297.0,3203.0,3203.0,34,7.0,0.0,32.0,930.0,962.0,,,,,,,,
2020-03-23,,NM,65.0,5321.0,,,,,,,,,2020-03-23T20:00:00Z,,,5386.0,5386.0,5386.0,35,0.0,0.0,599.0,8.0,607.0,,,,,,,,
2020-03-23,,NV,245.0,3490.0,0.0,,,,,,,,2020-03-23T20:00:00Z,4.0,,3735.0,3735.0,3735.0,32,2.0,0.0,1042.0,55.0,1097.0,,,,,,,,
2020-03-23,,NY,20875.0,57414.0,,,2635.0,,,,,,2020-03-23T20:00:00Z,114.0,2635.0,78289.0,78289.0,78289.0,36,0.0,661.0,11181.0,5707.0,16888.0,,,,,,,,
2020-03-23,,OH,442.0,140.0,,,104.0,,,,,,2020-03-23T20:00:00Z,6.0,104.0,582.0,582.0,582.0,39,3.0,21.0,0.0,91.0,91.0,,,,,,,,
2020-03-23,,OK,81.0,694.0,102.0,,15.0,,,,,,2020-03-23T20:00:00Z,2.0,15.0,877.0,775.0,775.0,40,0.0,4.0,25.0,14.0,39.0,,,,,,,,
2020-03-23,,OR,191.0,3649.0,,,56.0,,,,,,2020-03-23T20:00:00Z,5.0,56.0,3840.0,3840.0,3840.0,41,1.0,13.0,785.0,30.0,815.0,,,,,,,,
2020-03-23,,PA,644.0,6595.0,,,,,,,,,2020-03-23T20:00:00Z,6.0,,7239.0,7239.0,7239.0,42,4.0,0.0,1631.0,165.0,1796.0,,,,,,,,
2020-03-23,,PR,31.0,189.0,35.0,,,,,,,,2020-03-23T20:00:00Z,2.0,,255.0,220.0,220.0,72,2.0,0.0,6.0,8.0,14.0,,,,,,,,
2020-03-23,,RI,106.0,932.0,216.0,,,,,,,,2020-03-23T20:00:00Z,,,1254.0,1038.0,1038.0,44,0.0,0.0,0.0,23.0,23.0,,,,,,,,
